name,id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Trap Queen,2d8JP84HNLKhmd6IYOoupQ,74,2015-09-25,hit,222.09332,-3.803,148.075,0.429,4,0.975,7,0.105,1,0.369,0.0244,0.746,0.873,0.0,0.354,0.128,0.8170000000000001
See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,81,2015,hit,229.52576000000002,-7.502999999999999,80.025,0.341,4,0.12300000000000001,10,0.22399999999999998,1,0.33,0.369,0.6890000000000001,0.48100000000000004,1.03e-06,0.0649,0.0815,0.28300000000000003
Centuries,04aAxqtGp5pv12UXAg4pkq,79,2015-01-20,hit,228.36,-2.8680000000000003,176.044,0.377,4,0.995,4,0.295,0,0.36700000000000005,0.00359,0.39399999999999996,0.858,0.0,0.102,0.0729,0.56
Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,81,2015-01-12,hit,269.66666000000004,-7.223,114.988,0.743,4,1.0,0,0.605,1,0.45299999999999996,0.00801,0.856,0.609,8.149999999999999e-05,0.0344,0.0824,0.9279999999999999
I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,75,2015-02-24,hit,284.38666,-5.475,97.971,0.35700000000000004,4,0.912,1,0.47100000000000003,1,0.359,0.0355,0.8240000000000001,0.733,0.0,0.324,0.0613,0.39299999999999996
Loud and Heavy,0SF38KDlXNLJAxbYyOMnCy,72,2015-01-12,hit,229.92763,-5.847,81.978,0.142,4,0.987,0,0.853,0,0.945,0.000531,0.502,0.685,1.61e-06,0.0923,0.0283,0.574
Can't Feel My Face,22VdIZQfgXJea34mQxlt81,79,2015-08-28,hit,213.52,-5.526,107.949,0.738,4,1.0,9,0.7959999999999999,0,0.622,0.113,0.705,0.769,0.0,0.105,0.0425,0.583
FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,79,2015-01-24,hit,188.238,-5.662000000000001,205.84599999999998,0.192,4,0.9440000000000001,2,0.506,1,0.6409999999999999,0.875,0.5820000000000001,0.272,0.0,0.13,0.0501,0.354
Kill Yourself (Part III),5XAPpyIoYF3QXP34Hv8Pvx,77,2015-09-21,hit,145.07828,-7.0920000000000005,105.977,0.39,4,0.804,5,0.541,0,0.48700000000000004,0.324,0.753,0.679,4.210000000000001e-05,0.423,0.0349,0.19
679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,75,2015-06-29,hit,196.69333,-5.7379999999999995,190.05,0.096,4,1.0,7,0.33299999999999996,1,0.616,0.00256,0.618,0.7170000000000001,0.0,0.625,0.318,0.603
L$D,4S7YHmlWwfwArgd8LfSPud,76,2015-05-26,hit,238.30667000000003,-15.085999999999999,120.06,0.35100000000000003,4,1.0,2,0.833,1,0.743,0.193,0.598,0.252,0.138,0.0992,0.0647,0.0352
90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,75,2015-09-04,hit,339.06667999999996,-6.7410000000000005,81.404,0.09300000000000001,4,0.955,9,0.239,0,0.295,0.113,0.402,0.526,8.33e-06,0.105,0.0904,0.312
Unsteady,7lGKEWMXVWWTt3X71Bv44I,76,2015-06-30,hit,193.54668,-6.169,117.055,0.114,4,1.0,0,0.062,1,0.34,0.17800000000000002,0.389,0.665,0.000732,0.11599999999999999,0.0644,0.19899999999999998
These Days,5tsI3xxDHDgzHhn30LTQNz,73,2015-10-30,hit,268.56557999999995,-11.158,129.937,0.16699999999999998,4,0.7959999999999999,2,0.988,1,0.78,0.5329999999999999,0.815,0.364,3.52e-05,0.10800000000000001,0.375,0.32799999999999996
Love Yourself,50kpGaPAhYJ3sGmk6vplg0,81,2015-11-13,hit,233.72,-9.828,100.41799999999999,0.271,4,1.0,4,0.586,1,0.6679999999999999,0.835,0.609,0.37799999999999995,0.0,0.28,0.43799999999999994,0.515
Do I Make You Wanna,3I7krC8kr0gFR7P6vInR1I,71,2015-06-02,hit,234.30667000000003,-5.432,90.012,0.44299999999999995,4,0.83,9,0.49,1,0.55,0.106,0.5529999999999999,0.747,0.0,0.154,0.0279,0.521
This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,74,2015-01-06,hit,206.30667,-4.992,143.072,0.341,4,0.899,0,0.317,0,0.375,0.29100000000000004,0.732,0.69,0.0,0.11599999999999999,0.134,0.758
Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,78,2015-10-30,hit,260.17334,-9.461,85.012,0.541,4,0.997,10,0.114,1,0.249,0.0678,0.588,0.521,0.149,0.12300000000000001,0.0329,0.337
Often,4PhsKqMdgMEUSstTDAmMpg,76,2015-08-28,hit,249.04,-9.836,134.078,0.292,4,0.996,7,0.47700000000000004,0,0.498,0.222,0.5720000000000001,0.631,0.0,0.135,0.0476,0.0713
I'm Comin' Over,0H04yVa3DJxoXbLBpAb7iV,70,2015-11-13,hit,197.28,-3.838,127.99700000000001,0.8320000000000001,4,0.9620000000000001,10,0.41100000000000003,1,0.48700000000000004,0.0282,0.575,0.845,0.0,0.0814,0.035,0.376
Rolling Ocean Waves,11Rm75lU5EmETsTR22C0gT,72,2015-06-04,hit,96.87206,-16.083,82.14399999999999,0.057999999999999996,3,0.48100000000000004,1,0.377,0,0.382,0.813,0.127,0.941,0.988,0.17800000000000002,0.0509,1e-05
Complicated,0jllH0usRFD4LJkJnGK9Lf,78,2015-08-09,hit,189.0,-12.044,74.99,0.151,4,1.0,7,1.0,1,0.88,0.6940000000000001,0.657,0.355,0.00042699999999999997,0.12300000000000001,0.0714,0.0808
Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,78,2015-01-09,hit,225.05333,-7.2589999999999995,108.038,0.247,3,0.98,0,0.217,1,0.494,0.4,0.63,0.53,0.0,0.177,0.0434,0.41700000000000004
Jumpman,27GmP9AWRs744SzKcpJsTZ,74,2015-09-20,hit,205.87918,-7.2860000000000005,142.079,0.552,4,1.0,1,0.762,1,0.655,0.0559,0.852,0.5529999999999999,0.0,0.332,0.187,0.6559999999999999
This Is Home,2TI2fw9FWPeah6N4k1b4NU,74,2015-08-03,hit,226.07342999999997,-12.478,130.041,0.52,4,1.0,7,0.271,1,0.415,0.56,0.81,0.266,1.05e-06,0.0962,0.0407,0.212
My House,6Knv6wdA0luoMUuuoYi2i1,76,2015-04-07,hit,192.19057,-4.792,94.006,0.428,4,1.0,7,0.209,0,0.38799999999999996,0.0215,0.688,0.7020000000000001,0.0,0.128,0.0499,0.74
Paris,4irYeuAi87yyGHcI4h9s0x,74,2015-11-20,hit,111.02018000000001,-6.188,106.075,0.777,4,0.872,7,0.38799999999999996,1,0.45299999999999996,0.0725,0.8490000000000001,0.648,0.00592,0.0984,0.0832,0.196
"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,76,2015-12-04,hit,251.46667000000002,-6.524,111.99600000000001,0.76,4,0.963,0,0.778,0,0.703,0.0186,0.757,0.672,0.0,0.158,0.0955,0.382
No Flockin',34oWbFBfGEElvgO0a5c9V4,70,2015-11-13,hit,165.29066,-8.372,117.53200000000001,0.75,4,0.409,5,0.503,0,0.643,0.0673,0.943,0.595,0.0,0.0839,0.191,0.815
Budapest,7q0aQpiLv5tIsupcgQ3Ny4,68,2015-01-20,miss,200.73334,-8.302999999999999,127.81,0.777,4,1.0,5,0.4,1,0.504,0.0846,0.7170000000000001,0.455,0.0,0.11,0.0276,0.389
