name,id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Knock You Down,58FUwmyGUqkt53YPUcm7cJ,66,2009-01-01,miss,326.18667999999997,-4.78,155.165,0.41700000000000004,4,0.8340000000000001,8,0.085,1,0.608,0.00952,0.588,0.877,0.0,0.171,0.16,0.645
The House That Built Me,02eD9ymfJOJOhM97HYp5R9,66,2009-09-24,miss,236.62666000000002,-8.005,81.12,0.264,4,0.836,5,0.982,1,0.789,0.575,0.515,0.3,8.46e-06,0.115,0.0289,0.20600000000000002
Fire Burning,2oENJa1T33GJ0w8dC167G4,70,2009-09-07,hit,239.98666,-2.513,122.973,0.9790000000000001,4,0.932,1,0.653,1,0.698,0.0192,0.8390000000000001,0.804,0.0,0.331,0.0329,0.888
Forever,6HSqyfGnsHYw9MmIpa9zlZ,66,2009-01-01,miss,357.34668,-1.304,158.423,0.016,4,1.0,5,0.349,0,0.441,0.253,0.415,0.9259999999999999,0.0,0.256,0.374,0.542
Obsessed,3IcIIZMMS7UArJJPtEHXG8,66,2009-01-01,miss,242.2,-5.557,86.443,0.08,4,0.948,10,0.496,0,0.27399999999999997,0.0465,0.742,0.46799999999999997,0.0,0.826,0.0625,0.369
Best I Ever Had,3QLjDkgLh9AOEHlhQtDuhs,68,2009,miss,257.69034,-2.176,162.361,0.342,4,1.0,1,0.0,1,0.293,0.19,0.395,0.922,0.0,0.134,0.375,0.5579999999999999
Cooler Than Me (feat. Big Sean),2DPYlWl50ydYsnnuryL5aX,68,2009-12-15,miss,227.84,-4.065,129.001,0.43200000000000005,4,1.0,7,0.47600000000000003,0,0.645,0.10300000000000001,0.8370000000000001,0.515,0.0,0.233,0.0793,0.769
Rain Is A Good Thing,1YhFtqwcN138S6ng3MT1nN,66,2009-01-01,miss,176.16,-4.66,108.051,0.617,4,0.9329999999999999,11,0.833,0,0.43,0.105,0.622,0.932,2.37e-06,0.32799999999999996,0.0498,0.519
Home,7w5cxTEzp1rfV3KCy0Bd5N,67,2009-07-14,miss,303.2,-6.622999999999999,111.665,0.75,4,0.625,2,0.765,1,0.7859999999999999,0.292,0.542,0.589,0.000522,0.177,0.0318,0.13699999999999998
If It Means a Lot to You,6J7cSyvSCnPwv3vqHchEfL,68,2009,miss,243.22667,-8.158,126.99600000000001,0.772,4,0.8590000000000001,10,0.375,1,0.532,0.11199999999999999,0.584,0.536,0.0,0.456,0.0279,0.44
Uprising,4VqPOruhp5EdPBeR92t6lQ,75,2009-09-10,hit,304.84,-4.046,128.019,0.951,4,1.0,2,0.836,1,0.6559999999999999,0.000202,0.602,0.905,0.064,0.11699999999999999,0.0775,0.41100000000000003
Steady Mobbin,3cSuhzV7wKX5diQ8hos78P,64,2009-01-01,miss,310.73334,-8.09,156.141,0.182,4,0.996,0,0.6459999999999999,0,0.58,0.0219,0.488,0.691,0.0,0.501,0.27899999999999997,0.6970000000000001
The Only Exception,7JIuqL4ZqkpfGKQhYlrirs,70,2009-09-28,hit,267.65332,-6.607,137.715,0.389,3,1.0,4,0.514,1,0.5429999999999999,0.14400000000000002,0.452,0.563,0.0,0.14300000000000002,0.0272,0.209
